"inventory_type_id","inventory_type_description","min_order_qty","price_per_unit","inventory_sub_type","discount","min_variance","max_variance","auto_renewal_flag","erp_inventory_id","pickup_location_id","umo_value","category","face_value","min_variance_disc","max_variance_disc","tax_plan","dealer_discount","return_policy","due_date","ziada_points","esd_signature","batch_size","prefix","serial_counter","pallet_size","available","w_period","prod_family","price_group","work_category","equip_type","used_stock","sim_card","item_type","vendor_id","type_id","damage_code","service_code","v_item_type","used_item_code","w_avg_ucost","calc_wac","quantity","add_date","prevwavg_ucost","mod_date","v_item_code","v_item_no","available_date","expiry_date","consigment_po","status","DEPOSIT_PRICE","ADD_BY","MOD_BY","national_material_code","wg_material_code","SUB_CATEGORY","weight","return_flag","color","size","is_bundle","parent_id","send_to_bi","remarks"
408.0,Ethiopia Electronic Voucher 250,,0.0,L,0.0,,,Y,EVD00250,,,evd voucher,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:23:15.000,,,,,2022-07-18 18:23:15.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Voucher Product,1,Y,,,,,,
409.0,Ethiopia Electronic Voucher 500,,0.0,L,0.0,,,Y,EVD00500,,,evd voucher,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:23:16.000,,,,,2022-07-18 18:23:16.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Voucher Product,1,Y,,,,,,
410.0,Ethiopia Recharge Voucher 10,,0.0,P,0.0,,,Y,EVC00010,,,physical voucher,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:23:18.000,,,,,2022-07-18 18:23:18.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Voucher Product,1,Y,,,,,,
411.0,Ethiopia Recharge Voucher 15,,0.0,P,0.0,,,Y,EVC00015,,,physical voucher,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:23:19.000,,,,,2022-07-18 18:23:19.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Voucher Product,1,Y,,,,,,
412.0,Ethiopia Recharge Voucher 20,,0.0,P,0.0,,,Y,EVC00020,,,physical voucher,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:23:20.000,,,,,2022-07-18 18:23:20.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Voucher Product,1,Y,,,,,,
413.0,Ethiopia Recharge Voucher 50,,0.0,P,0.0,,,Y,EVC00050,,,physical voucher,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:23:21.000,,,,,2022-07-18 18:23:21.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Voucher Product,1,Y,,,,,,
414.0,Ethiopia Recharge Voucher 100,,0.0,P,0.0,,,Y,EVC00100,,,physical voucher,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:23:22.000,,,,,2022-07-18 18:23:22.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Voucher Product,1,Y,,,,,,
415.0,Ethiopia Recharge Voucher 200,,0.0,P,0.0,,,Y,EVC00200,,,physical voucher,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:23:23.000,,,,,2022-07-18 18:23:23.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Voucher Product,1,Y,,,,,,
416.0,Ethiopia Recharge Voucher 250,,0.0,P,0.0,,,Y,EVC00250,,,physical voucher,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:23:24.000,,,,,2022-07-18 18:23:24.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Voucher Product,1,Y,,,,,,
417.0,Ethiopia Recharge Voucher 500,,0.0,P,0.0,,,Y,EVC00500,,,physical voucher,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:23:24.000,,,,,2022-07-18 18:23:24.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Voucher Product,1,Y,,,,,,
418.0,Ethiopia Recharge Voucher 1000,,0.0,P,0.0,,,Y,EVC01000,,,physical voucher,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:23:25.000,,,,,2022-07-18 18:23:25.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Voucher Product,1,Y,,,,,,
419.0,VIDA 203 EVD Printers,,0.0,P,0.0,,,Y,ETD20030,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-01-29 15:39:07.000,,,,,2025-01-29 15:39:07.000,2099-12-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
420.0,Galaxy A13 LTE Dual Sim 4+64GB Orange,,0.0,P,0.0,,,Y,ETD20033,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:53:40.000,,,,,2022-07-21 15:53:40.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
421.0,Galaxy A13 LTE Dual Sim 4+64GB  White,,0.0,P,0.0,,,Y,ETD20034,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:53:41.000,,,,,2022-07-21 15:53:41.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
422.0,Galaxy A33 LTE Dual Sim 6+128GB (5G)  Black,,0.0,P,0.0,,,Y,ETD20039,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:53:49.000,,,,,2022-07-21 15:53:49.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
423.0,Galaxy A33 LTE Dual Sim 6+128GB (5G)  Light Blue,,0.0,P,0.0,,,Y,ETD20040,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:53:49.000,,,,,2022-07-21 15:53:49.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
424.0,Galaxy A33 LTE Dual Sim 6+128GB (5G)  Orange,,0.0,P,0.0,,,Y,ETD20041,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:53:50.000,,,,,2022-07-21 15:53:50.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
425.0,Galaxy A33 LTE Dual Sim 6+128GB (5G)  White,,0.0,P,0.0,,,Y,ETD20042,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:53:51.000,,,,,2022-07-21 15:53:51.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
426.0,Galaxy A53 LTE Dual Sim 8+128GB (5G)  Black,,0.0,P,0.0,,,Y,ETD20043,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:54:05.000,,,,,2022-07-21 15:54:05.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
427.0,Galaxy A53 LTE Dual Sim 8+128GB (5G)  Light Blue,,0.0,P,0.0,,,Y,ETD20044,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:54:05.000,,,,,2022-07-21 15:54:05.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
428.0,Galaxy A53 LTE Dual Sim 8+128GB (5G)  Orange,,0.0,P,0.0,,,Y,ETD20045,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:54:06.000,,,,,2022-07-21 15:54:06.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
429.0,Galaxy A53 LTE Dual Sim 8+128GB (5G)  White,,0.0,P,0.0,,,Y,ETD20046,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:54:02.000,,,,,2022-07-21 15:54:02.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
430.0,Galaxy A73 LTE Dual Sim 8+256GB (5G) Gray,,0.0,P,0.0,,,Y,ETD20047,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:53:56.000,,,,,2022-07-21 15:53:56.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
431.0,Galaxy A73 LTE Dual Sim 8+256GB (5G) Light Green,,0.0,P,0.0,,,Y,ETD20048,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:53:57.000,,,,,2022-07-21 15:53:57.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
432.0,Galaxy A73 LTE Dual Sim 8+256GB (5G) White,,0.0,P,0.0,,,Y,ETD20049,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:53:58.000,,,,,2022-07-21 15:53:58.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
433.0,Galaxy A73 LTE Dual Sim 8+256GB (5G) Black,,0.0,P,0.0,,,Y,ETD20050,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:54:02.000,,,,,2022-07-21 15:54:02.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
434.0,Galaxy A03-Core LTE Dual Sim 2+32GB (A032F) Black,,0.0,P,0.0,,,Y,ETD20051,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:54:03.000,,,,,2022-07-21 15:54:03.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
435.0,Galaxy A03-Core LTE Dual Sim 2+32GB (A032F) Blue,,0.0,P,0.0,,,Y,ETD20052,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:54:04.000,,,,,2022-07-21 15:54:04.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
436.0,Galaxy S21 FE Dual Sim 6+128GB Gray,,0.0,P,0.0,,,Y,ETD20053,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:53:51.000,,,,,2022-07-21 15:53:51.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
437.0,Galaxy S21 FE Dual Sim 6+128GB  Light Green,,0.0,P,0.0,,,Y,ETD20054,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:53:52.000,,,,,2022-07-21 15:53:52.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
438.0,Galaxy Z Fold3 Dual Sim 12+512GB  Black,,0.0,P,0.0,,,Y,ETD20055,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:53:52.000,,,,,2022-07-21 15:53:52.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
439.0,Galaxy A13 LTE Dual Sim 4+64GB Black,,0.0,P,0.0,,,Y,ETD20031,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:54:07.000,,,,,2022-07-21 15:54:07.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
440.0,Galaxy A13 LTE Dual Sim 4+64GB Light Blue,,0.0,P,0.0,,,Y,ETD20032,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:53:41.000,,,,,2022-07-21 15:53:41.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
441.0,Galaxy Z Fold3 Dual Sim 12+512GB Green/Silver,,0.0,P,0.0,,,Y,ETD20056,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:53:53.000,,,,,2022-07-21 15:53:53.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
442.0,Samsung Tab A7 Lite 3+32GB LTE Gray,,0.0,P,0.0,,,Y,ETD20057,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:53:42.000,,,,,2022-07-21 15:53:42.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
443.0,Samsung Tab A7 Lite 3+32GB LTE Sliver,,0.0,P,0.0,,,Y,ETD20058,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:53:43.000,,,,,2022-07-21 15:53:43.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
444.0,Galaxy S22 5G Dual Sim (8+256gb) Black,,0.0,P,0.0,,,Y,ETD20059,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:53:44.000,,,,,2022-07-21 15:53:44.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
445.0,Galaxy S22 5G Dual Sim (8+256gb) Green,,0.0,P,0.0,,,Y,ETD20060,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:53:46.000,,,,,2022-07-21 15:53:46.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
446.0,Galaxy S22+ 5G Dual Sim (8+256gb) Black,,0.0,P,0.0,,,Y,ETD20061,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:53:47.000,,,,,2022-07-21 15:53:47.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
447.0,Galaxy S22+ 5G Dual Sim (8+256gb) Green,,0.0,P,0.0,,,Y,ETD20062,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:53:48.000,,,,,2022-07-21 15:53:48.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
448.0,Galaxy S22Ultra 5G Dual Sim (12+ 512GB) Black,,0.0,P,0.0,,,Y,ETD20063,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:54:00.000,,,,,2022-07-21 15:54:00.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
449.0,Galaxy S22Ultra 5G Dual Sim (12+ 512GB) Burgandy,,0.0,P,0.0,,,Y,ETD20064,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:54:01.000,,,,,2022-07-21 15:54:01.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
450.0,Galaxy A23 LTE Dual Sim 4+64GB Black,,0.0,P,0.0,,,Y,ETD20035,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:53:53.000,,,,,2022-07-21 15:53:53.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
451.0,Galaxy A23 LTE Dual Sim 4+64GB Light Blue,,0.0,P,0.0,,,Y,ETD20036,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:53:54.000,,,,,2022-07-21 15:53:54.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
452.0,Galaxy A23 LTE Dual Sim 4+64GB Orange,,0.0,P,0.0,,,Y,ETD20037,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:53:55.000,,,,,2022-07-21 15:53:55.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
453.0,Galaxy S22Ultra 5G Dual Sim (12+ 512GB) Green,,0.0,P,0.0,,,Y,ETD20065,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:54:01.000,,,,,2022-07-21 15:54:01.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
454.0,Tab A8 3+32G LTE Gray,,0.0,P,0.0,,,Y,ETD20066,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:53:58.000,,,,,2022-07-21 15:53:58.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
455.0,Tab A8 3+32G LTE Silver,,0.0,P,0.0,,,Y,ETD20067,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:53:59.000,,,,,2022-07-21 15:53:59.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
456.0,EVD Bluetooth Thermal Printer,,0.0,P,0.0,,,Y,ETD20137,,,sim,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:23:58.000,,,,,2022-07-22 13:20:54.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
457.0,iPhone 13 256 GB Blue,,0.0,P,0.0,,,Y,ETD20075,,,sim,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:23:59.000,,,,,2022-07-18 18:23:59.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
458.0,Phone Display Unit-40cm x 40cm x170 cm,,0.0,P,0.0,,,Y,ETD20139,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-01-29 15:41:07.000,,,,,2025-01-29 15:41:07.000,2099-12-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
459.0,Phone Display Unit-40cm x 40cm x100 cm,,0.0,P,0.0,,,Y,ETD20140,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-01-29 15:43:07.000,,,,,2025-01-29 15:43:07.000,2099-12-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
460.0,Portable Thermal Printer with Bluetooth + USB lnterface,,0.0,P,0.0,,,Y,ETD20138,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-01-29 15:45:07.000,,,,,2025-01-29 15:45:07.000,2099-12-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
461.0,VIDA M30 Mifi: 4G,,0.0,P,0.0,,,Y,ETD20002,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:24:03.000,,,,,2022-07-18 18:24:03.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
462.0,VIDA M31 Mifi: 4G,,0.0,P,0.0,,,Y,ETD20003,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:24:03.000,,,,,2022-07-18 18:24:03.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
463.0,Safaricom ET Nana 4G Smartphone - Vida,,0.0,P,0.0,,,Y,ETD20000,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:24:06.000,,,,,2022-07-18 18:24:06.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
464.0,Safaricom ET Nana 4G Smartphone - Teleone,,0.0,P,0.0,,,Y,ETD20005,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:24:06.000,,,,,2022-07-18 18:24:06.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
465.0,Mobigo2 3in1 EKYC Device,,0.0,P,0.0,,,Y,ETD20028,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:24:08.000,,,,,2022-07-18 18:24:08.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
466.0,MSO-1300 Biometric Scanner,,0.0,P,0.0,,,Y,ETD20029,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:24:09.000,,,,,2022-07-18 18:24:09.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
467.0,Galaxy A53 LTE DS 8+128GB (5G),,0.0,P,0.0,,,Y,ETD20010,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:24:10.000,,,,,2022-07-18 18:24:10.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
468.0,Galaxy S21 FE DS 6+128GB,,0.0,P,0.0,,,Y,ETD20011,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:24:10.000,,,,,2022-07-18 18:24:10.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
469.0,Galaxy S22 5G 8+256GB,,0.0,P,0.0,,,Y,ETD20012,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:24:11.000,,,,,2022-07-18 18:24:11.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
470.0,Galaxy S22+ 5G 8+256GB,,0.0,P,0.0,,,Y,ETD20013,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:24:12.000,,,,,2022-07-18 18:24:12.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
471.0,Tab A8 4+64GB,,0.0,P,0.0,,,Y,ETD20016,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:24:13.000,,,,,2022-07-18 18:24:13.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
472.0,Iphone 12 64GB,,0.0,P,0.0,,,Y,ETD20019,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:24:14.000,,,,,2022-07-18 18:24:14.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
473.0,Iphone 12 128GB,,0.0,P,0.0,,,Y,ETD20020,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:24:15.000,,,,,2022-07-18 18:24:15.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
474.0,iPhone 13 mini 128GB,,0.0,P,0.0,,,Y,ETD20021,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:24:16.000,,,,,2022-07-18 18:24:16.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
475.0,iPhone 13 128GB,,0.0,P,0.0,,,Y,ETD20022,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:24:17.000,,,,,2022-07-18 18:24:17.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
476.0,iPhone 13 Pro 128GB,,0.0,P,0.0,,,Y,ETD20023,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:24:18.000,,,,,2022-07-18 18:24:18.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
477.0,iPhone 13 Pro 256GB,,0.0,P,0.0,,,Y,ETD20024,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:24:18.000,,,,,2022-07-18 18:24:18.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
478.0,iPhone 13 Pro Max 256GB,,0.0,P,0.0,,,Y,ETD20026,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:24:19.000,,,,,2022-07-18 18:24:19.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
479.0,iPhone 13 Pro Max 128GB,,0.0,P,0.0,,,Y,ETD20025,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:24:20.000,,,,,2022-07-18 18:24:20.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
480.0,Galaxy S22 Ultra 5G 12+512GB,,0.0,P,0.0,,,Y,ETD20014,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-18 18:24:21.000,,,,,2022-07-18 18:24:21.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
481.0,free 2GB,1.0,,L,0.0,0.0,0.0,N,"278",,,crm,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2022-07-20 10:55:43.000,,,,,2022-07-19 10:55:43.000,2122-07-19 10:55:43.000,,,,aadmin,,,,,1,,,,,,,
482.0,iphone,1.0,,L,0.0,0.0,0.0,N,"123",,,crm,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2022-07-20 16:22:45.000,,,,,2022-07-19 16:22:45.000,2122-07-19 16:22:45.000,,,,aadmin,,,,,1,,,,,,,
483.0,iPhone 13 Pro 256 GB Gold,,0.0,P,0.0,,,Y,ETD20089,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 12:06:03.000,,,,,2022-07-21 12:06:03.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
484.0,bundle21,1.0,567.0,L,0.0,,,N,"20021",,,crm,,,,18.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2022-07-21 12:41:24.000,,2023-02-01 13:00:55.000,,,2022-07-20 00:00:00.000,2122-07-20 00:00:00.000,,,,aadmin,,,,Non Voucher Product,1,,"","",Y,,,
485.0,"5GB",1.0,,L,0.0,0.0,0.0,N,"191",,,crm,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2022-07-21 12:46:27.000,,,,,2022-07-20 12:46:27.000,2122-07-20 12:46:27.000,,,,aadmin,,,,,1,,,,,,,
486.0,Iphone 11 128GB,,0.0,P,0.0,,,Y,ETD20018,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:58:47.000,,,,,2022-07-21 15:58:47.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
487.0,Galaxy Z Fold 3 12+512GB,,0.0,P,0.0,,,Y,ETD20015,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:58:48.000,,,,,2022-07-21 15:58:48.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
