"inventory_type_id","inventory_type_description","min_order_qty","price_per_unit","inventory_sub_type","discount","min_variance","max_variance","auto_renewal_flag","erp_inventory_id","pickup_location_id","umo_value","category","face_value","min_variance_disc","max_variance_disc","tax_plan","dealer_discount","return_policy","due_date","ziada_points","esd_signature","batch_size","prefix","serial_counter","pallet_size","available","w_period","prod_family","price_group","work_category","equip_type","used_stock","sim_card","item_type","vendor_id","type_id","damage_code","service_code","v_item_type","used_item_code","w_avg_ucost","calc_wac","quantity","add_date","prevwavg_ucost","mod_date","v_item_code","v_item_no","available_date","expiry_date","consigment_po","status","DEPOSIT_PRICE","ADD_BY","MOD_BY","national_material_code","wg_material_code","SUB_CATEGORY","weight","return_flag","color","size","is_bundle","parent_id","send_to_bi","remarks"
488.0,iPhone 13 128 GB Midnight,,0.0,P,0.0,,,Y,ETD20068,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:58:49.000,,,,,2022-07-21 15:58:49.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
489.0,iPhone 13 256 GB Midnight,,0.0,P,0.0,,,Y,ETD20074,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:58:51.000,,,,,2022-07-21 15:58:51.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
490.0,iPhone 13 256 GB Green,,0.0,P,0.0,,,Y,ETD20076,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:58:51.000,,,,,2022-07-21 15:58:51.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
491.0,iPhone 13 256 GB Starlight,,0.0,P,0.0,,,Y,ETD20077,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:58:53.000,,,,,2022-07-21 15:58:53.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
492.0,iPhone 13 512 GB Midnight,,0.0,P,0.0,,,Y,ETD20078,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:58:54.000,,,,,2022-07-21 15:58:54.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
493.0,iPhone 13 mini 128 GB Midnight,,0.0,P,0.0,,,Y,ETD20079,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:58:55.000,,,,,2022-07-21 15:58:55.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
494.0,iPhone 13 mini 128 GB Starlight,,0.0,P,0.0,,,Y,ETD20080,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:58:56.000,,,,,2022-07-21 15:58:56.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
495.0,iPhone 12 64 GB White,,0.0,P,0.0,,,Y,ETD20114,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:58:58.000,,,,,2022-07-21 15:58:58.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
496.0,iPhone 12 128 GB Black,,0.0,P,0.0,,,Y,ETD20115,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:58:59.000,,,,,2022-07-21 15:58:59.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
497.0,iPhone 12 128 GB White,,0.0,P,0.0,,,Y,ETD20116,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:58:59.000,,,,,2022-07-21 15:58:59.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
498.0,iPhone 11 128 GB Black,,0.0,P,0.0,,,Y,ETD20122,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:00.000,,,,,2022-07-21 15:59:00.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
499.0,iPhone 11 128 GB White,,0.0,P,0.0,,,Y,ETD20123,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:02.000,,,,,2022-07-21 15:59:02.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
500.0,iPhone 11 128 GB Red,,0.0,P,0.0,,,Y,ETD20124,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:02.000,,,,,2022-07-21 15:59:02.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
501.0,iPhone 11 128 GB Yellow,,0.0,P,0.0,,,Y,ETD20125,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:03.000,,,,,2022-07-21 15:59:03.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
502.0,iPhone 11 128 GB Purple,,0.0,P,0.0,,,Y,ETD20126,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:04.000,,,,,2022-07-21 15:59:04.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
503.0,iPhone 13 Pro Max 128 GB Graphite,,0.0,P,0.0,,,Y,ETD20096,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:04.000,,,,,2022-07-21 15:59:04.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
504.0,iPhone 13 Pro Max 128 GB Silver,,0.0,P,0.0,,,Y,ETD20097,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:05.000,,,,,2022-07-21 15:59:05.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
505.0,iPhone 13 Pro Max 128 GB Gold,,0.0,P,0.0,,,Y,ETD20098,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:06.000,,,,,2022-07-21 15:59:06.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
506.0,iPhone 13 Pro Max 128 GB Sierra Blue,,0.0,P,0.0,,,Y,ETD20099,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:08.000,,,,,2022-07-21 15:59:08.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
507.0,iPhone 13 Pro Max 256 GB Graphite,,0.0,P,0.0,,,Y,ETD20100,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:08.000,,,,,2022-07-21 15:59:08.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
508.0,iPhone 13 Pro Max 256 GB Silver,,0.0,P,0.0,,,Y,ETD20101,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:09.000,,,,,2022-07-21 15:59:09.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
509.0,iPhone 13 Pro Max 256 GB Gold,,0.0,P,0.0,,,Y,ETD20102,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:10.000,,,,,2022-07-21 15:59:10.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
510.0,iPhone 13 Pro 256 GB Alpine Green,,0.0,P,0.0,,,Y,ETD20091,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:11.000,,,,,2022-07-21 15:59:11.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
511.0,iPhone 13 Pro 512 GB Graphite,,0.0,P,0.0,,,Y,ETD20092,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:12.000,,,,,2022-07-21 15:59:12.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
512.0,iPhone 13 Pro 512 GB Sierra Blue,,0.0,P,0.0,,,Y,ETD20093,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:12.000,,,,,2022-07-21 15:59:12.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
513.0,iPhone 13 Pro 1 TB Gold,,0.0,P,0.0,,,Y,ETD20094,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:13.000,,,,,2022-07-21 15:59:13.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
514.0,iPhone 13 Pro 1 TB Sierra Blue,,0.0,P,0.0,,,Y,ETD20095,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:14.000,,,,,2022-07-21 15:59:14.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
515.0,iPhone 13 Pro Max 256 GB Sierra Blue,,0.0,P,0.0,,,Y,ETD20103,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:15.000,,,,,2022-07-21 15:59:15.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
516.0,iPhone 13 Pro Max 512 GB Graphite,,0.0,P,0.0,,,Y,ETD20104,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:17.000,,,,,2022-07-21 15:59:17.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
517.0,iPhone 13 Pro Max 512 GB Silver,,0.0,P,0.0,,,Y,ETD20105,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:17.000,,,,,2022-07-21 15:59:17.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
518.0,iPhone 13 Pro 128 GB Graphite,,0.0,P,0.0,,,Y,ETD20082,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:18.000,,,,,2022-07-21 15:59:18.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
519.0,iPhone 13 Pro 128 GB Silver,,0.0,P,0.0,,,Y,ETD20083,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:19.000,,,,,2022-07-21 15:59:19.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
520.0,iPhone 13 Pro 128 GB Gold,,0.0,P,0.0,,,Y,ETD20084,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:20.000,,,,,2022-07-21 15:59:20.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
521.0,iPhone 13 Pro 128 GB Sierra Blue,,0.0,P,0.0,,,Y,ETD20085,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:21.000,,,,,2022-07-21 15:59:21.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
522.0,iPhone 13 Pro 128 GB Alpine Green,,0.0,P,0.0,,,Y,ETD20086,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:22.000,,,,,2022-07-21 15:59:22.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
523.0,iPhone 13 Pro 256 GB Graphite,,0.0,P,0.0,,,Y,ETD20087,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:23.000,,,,,2022-07-21 15:59:23.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
524.0,iPhone 13 Pro 256 GB Silver,,0.0,P,0.0,,,Y,ETD20088,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:24.000,,,,,2022-07-21 15:59:24.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
525.0,iPhone 13 Pro 256 GB Sierra Blue,,0.0,P,0.0,,,Y,ETD20090,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:25.000,,,,,2022-07-21 15:59:25.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
526.0,iPhone 11 64 GB Black,,0.0,P,0.0,,,Y,ETD20117,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:26.000,,,,,2022-07-21 15:59:26.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
527.0,iPhone 11 64 GB White,,0.0,P,0.0,,,Y,ETD20118,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:26.000,,,,,2022-07-21 15:59:26.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
528.0,iPhone 11 64 GB Yellow,,0.0,P,0.0,,,Y,ETD20119,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:27.000,,,,,2022-07-21 15:59:27.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
529.0,iPhone 11 64 GB Purple,,0.0,P,0.0,,,Y,ETD20120,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:28.000,,,,,2022-07-21 15:59:28.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
530.0,iPhone 11 64 GB Green,,0.0,P,0.0,,,Y,ETD20121,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:30.000,,,,,2022-07-21 15:59:30.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
531.0,iPhone 13 mini 128 GB Blue,,0.0,P,0.0,,,Y,ETD20081,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:30.000,,,,,2022-07-21 15:59:30.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
532.0,iPhone 13 128 GB Starlight,,0.0,P,0.0,,,Y,ETD20069,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:31.000,,,,,2022-07-21 15:59:31.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
533.0,iPhone 13 128 GB Red,,0.0,P,0.0,,,Y,ETD20070,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:32.000,,,,,2022-07-21 15:59:32.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
534.0,iPhone 13 128 GB Blue,,0.0,P,0.0,,,Y,ETD20071,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:33.000,,,,,2022-07-21 15:59:33.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
535.0,iPhone 13 128 GB Pink,,0.0,P,0.0,,,Y,ETD20072,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:33.000,,,,,2022-07-21 15:59:33.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
536.0,iPhone 13 128 GB Green,,0.0,P,0.0,,,Y,ETD20073,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:34.000,,,,,2022-07-21 15:59:34.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
537.0,iPhone 13 Pro Max 512 GB Gold,,0.0,P,0.0,,,Y,ETD20106,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:35.000,,,,,2022-07-21 15:59:35.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
538.0,iPhone 13 Pro Max 512 GB Sierra Blue,,0.0,P,0.0,,,Y,ETD20107,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:36.000,,,,,2022-07-21 15:59:36.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
539.0,iPhone 13 Pro Max 512 GB Alpine Green,,0.0,P,0.0,,,Y,ETD20108,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:37.000,,,,,2022-07-21 15:59:37.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
540.0,iPhone 13 Pro Max 1 TB Graphite,,0.0,P,0.0,,,Y,ETD20109,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-21 15:59:37.000,,,,,2022-07-21 15:59:37.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
541.0,iPhone 11 128 GB Green,,0.0,P,0.0,,,Y,ETD20127,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-22 11:20:51.000,,,,,2022-07-22 11:20:51.000,2100-01-31 00:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
542.0,iPhone SE 64 GB Midnight,,0.0,P,0.0,,,Y,ETD20128,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-22 11:20:54.000,,,,,2022-07-22 11:20:54.000,2100-01-31 00:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
543.0,iPhone SE 64 GB Red,,0.0,P,0.0,,,Y,ETD20130,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-22 12:20:51.000,,,,,2022-07-22 12:20:51.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
544.0,iPhone SE 128 GB Midnight,,0.0,P,0.0,,,Y,ETD20131,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-22 12:20:54.000,,,,,2022-07-22 12:20:54.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
545.0,iPhone SE 128 GB Starlight,,0.0,P,0.0,,,Y,ETD20132,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-22 12:20:55.000,,,,,2022-07-22 12:20:55.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
546.0,iPhone SE 64 GB Starlight,,0.0,P,0.0,,,Y,ETD20129,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-22 12:20:55.000,,,,,2022-07-22 12:20:55.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
547.0,iPhone SE 128 GB Red,,0.0,P,0.0,,,Y,ETD20133,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-22 13:20:51.000,,,,,2022-07-22 13:20:51.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
548.0,iPhone SE 256 GB Midnight,,0.0,P,0.0,,,Y,ETD20134,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-22 13:20:54.000,,,,,2022-07-22 13:20:54.000,2100-01-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
549.0,iPhone SE 256 GB Starlight,,0.0,P,0.0,,,Y,ETD20135,,,device,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-22 13:20:54.000,,,,,2022-07-22 13:20:54.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
550.0,iPhone SE 256 GB Red,,3245.0,P,0.0,,,Y,ETD20136,,,device,,,,13.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2022-07-22 13:20:55.000,,2023-02-02 15:04:31.000,,,2022-07-22 00:00:00.000,2100-01-31 00:00:00.000,,,,erp,,,,Non Voucher Product,1,Y,er,"","",,,
551.0,"4096 MB",1.0,,L,0.0,0.0,0.0,N,"286",,,crm,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2022-07-28 17:09:09.000,,,,,2022-07-28 02:00:00.000,2122-07-28 02:00:00.000,,,,lwork,,,,,,,,,,,,
552.0,"35 MB",1.0,,L,0.0,0.0,0.0,N,"276",,,crm,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2022-07-29 08:39:52.000,,,,,2022-07-29 02:00:00.000,2122-07-29 02:00:00.000,,,,jokafor,,,,,,,,,,,,
553.0,"1250Min 5120MB 50sms",1.0,,L,0.0,0.0,0.0,N,"309",,,crm,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2022-07-29 09:12:41.000,,,,,2022-07-29 02:00:00.000,2122-07-29 02:00:00.000,,,,lwork,,,,,,,,,,,,
554.0,"375Min 2048MB",1.0,,L,0.0,0.0,0.0,N,"308",,,crm,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2022-07-29 09:15:54.000,,,,,2022-07-29 02:00:00.000,2122-07-29 02:00:00.000,,,,lwork,,,,,,,,,,,,
555.0,"75 MB",1.0,,L,0.0,0.0,0.0,N,"277",,,crm,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2022-08-09 16:24:35.000,,,,,2022-08-09 02:00:00.000,2122-08-09 02:00:00.000,,,,pagure1,,,,,,,,,,,,
556.0,This is mikos,1.0,200.0,L,0.0,,,N,SSSS,,,discounts,,,,24.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2022-08-17 10:30:10.000,,2023-02-02 15:11:08.000,,,2022-08-31 00:00:00.000,2099-12-01 00:00:00.000,,,,aadmin,,,,Non Voucher Product,20,Y,red,"100","",,,
557.0,"300 MB",1.0,,L,0.0,0.0,0.0,N,"434",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-23 11:30:05.000,,,,,2022-11-23 00:00:00.000,2122-11-23 00:00:00.000,,,,atadesse,,,,,,,,,,,,
558.0,WELCOME_MONTHLY_500MB_50MIN_50SMS,1.0,,L,0.0,0.0,0.0,N,"392",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-25 16:17:08.000,,,,,2022-11-25 00:00:00.000,2122-11-25 00:00:00.000,,,,ydsa,,,,,,,,,,,,
559.0,"50 SMS",1.0,,L,0.0,0.0,0.0,N,"438",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-30 15:19:11.000,,,,,2022-11-30 00:00:00.000,2122-11-30 00:00:00.000,,,,sshopuser1,,,,,,,,,,,,
560.0,"35 GB",1.0,,L,0.0,0.0,0.0,N,"500",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-30 15:19:53.000,,,,,2022-11-30 00:00:00.000,2122-11-30 00:00:00.000,,,,sshopuser1,,,,,,,,,,,,
561.0,"60 MB",1.0,,L,0.0,0.0,0.0,N,"432",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-30 15:33:26.000,,,,,2022-11-30 00:00:00.000,2122-11-30 00:00:00.000,,,,qretailer1,,,,,,,,,,,,
562.0,"120 MB",1.0,,L,0.0,0.0,0.0,N,"433",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-30 15:36:58.000,,,,,2022-11-30 00:00:00.000,2122-11-30 00:00:00.000,,,,qretailerb,,,,,,,,,,,,
563.0,"15 Mins + 5MB",1.0,,L,0.0,0.0,0.0,N,"427",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-30 15:40:38.000,,,,,2022-11-30 00:00:00.000,2122-11-30 00:00:00.000,,,,qretailerb,,,,,,,,,,,,
564.0,"1GB",1.0,,L,0.0,0.0,0.0,N,"435",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-02 11:01:19.000,,,,,2022-12-02 00:00:00.000,2122-12-02 00:00:00.000,,,,qretailerb,,,,,,,,,,,,
565.0,"250 MB Facebook",1.0,,L,0.0,0.0,0.0,N,"528",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-06 21:57:10.000,,,,,2022-12-06 00:00:00.000,2122-12-06 00:00:00.000,,,,qretailerb,,,,,,,,,,,,
566.0,"25 Mins + 10MB",1.0,,L,0.0,0.0,0.0,N,"428",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-09 12:03:29.000,,,,,2022-12-09 00:00:00.000,2122-12-09 00:00:00.000,,,,qretailerb,,,,,,,,,,,,
567.0,"2GB",1.0,,L,0.0,0.0,0.0,N,"490",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-09 12:04:49.000,,,,,2022-12-09 00:00:00.000,2122-12-09 00:00:00.000,,,,qretailerb,,,,,,,,,,,,
568.0,"400 Mins + 100MB",1.0,,L,0.0,0.0,0.0,N,"430",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-09 12:11:11.000,,,,,2022-12-09 00:00:00.000,2122-12-09 00:00:00.000,,,,qretailerb,,,,,,,,,,,,
569.0,"6GB",1.0,,L,0.0,0.0,0.0,N,"436",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-09 22:10:55.000,,,,,2022-12-09 00:00:00.000,2122-12-09 00:00:00.000,,,,qretailerb,,,,,,,,,,,,
570.0,"120 SMS",1.0,,L,0.0,0.0,0.0,N,"439",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-10 14:03:40.000,,,,,2022-12-10 00:00:00.000,2122-12-10 00:00:00.000,,,,qretailerb,,,,,,,,,,,,
571.0,"60 mins",1.0,,L,0.0,0.0,0.0,N,"460",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-14 14:50:04.000,,,,,2022-12-14 00:00:00.000,2122-12-14 00:00:00.000,,,,tkgasoane,,,,,,,,,,,,
572.0,"100 GB",1.0,,L,0.0,0.0,0.0,N,"523",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-14 14:51:12.000,,,,,2022-12-14 00:00:00.000,2122-12-14 00:00:00.000,,,,tkgasoane,,,,,,,,,,,,
